name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age
Falaniko Vitale,30,11,0,177.8,83.91,177.8,Orthodox,1.88,49.0,3.68,47.0,0.72,33.0,86.0,0.0,50
Tom Duquesnoy,16,2,0,170.18,61.23,172.72,Orthodox,3.83,45.0,5.3,62.0,0.42,25.0,46.0,0.0,31
Jim Wallhead,29,11,0,177.8,77.11,177.8,Orthodox,3.19,26.0,6.65,49.0,0.0,0.0,100.0,0.0,41
Darryl Cobb,6,8,0,175.26,83.91,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Moise Rimbon,23,11,3,177.8,92.99,177.8,Orthodox,0.8,34.0,1.0,71.0,1.0,50.0,37.0,0.0,47
Alfonso Alcarez,1,3,1,160.02,65.77,160.02,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ben Lagman,6,5,0,187.96,83.91,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
John Renken,18,28,4,182.88,86.18,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Brandon Sene,2,2,0,180.34,92.99,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
James Llontop,14,2,0,182.88,70.31,185.42,Orthodox,4.93,54.0,1.93,74.0,0.0,0.0,71.0,0.0,25
Scott Fiedler,0,1,0,193.04,106.59,193.04,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Liliya Shakirova,8,2,0,162.56,56.7,165.1,Orthodox,2.7,30.0,2.58,74.0,0.0,0.0,0.0,0.0,33
Kaue Fernandes,8,2,0,175.26,70.31,185.42,Orthodox,1.53,54.0,0.87,59.0,1.0,100.0,62.0,0.0,30
Andre Walker,1,5,0,180.34,92.99,180.34,Southpaw,2.28,31.0,4.36,34.0,0.0,0.0,0.0,0.0,38
Leiticia Pestova,0,2,0,167.64,61.23,167.64,Orthodox,0.0,0.0,24.62,44.0,0.0,0.0,0.0,0.0,41
Kelly Velasco,2,1,0,175.26,61.23,175.26,Orthodox,2.27,35.0,5.67,47.0,0.0,0.0,100.0,0.0,29
Sheldon Westcott,10,3,1,185.42,77.11,180.34,Southpaw,2.26,40.0,3.73,37.0,3.23,37.0,14.0,0.0,40
Anthony Leone,15,8,0,167.64,61.23,167.64,Orthodox,1.94,53.0,2.52,56.0,1.72,18.0,0.0,0.0,37
Darko Stosic,13,4,0,182.88,92.99,193.04,Orthodox,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0,33
Melissa Martinez,7,1,0,157.48,52.16,167.64,Southpaw,3.0,57.0,2.53,45.0,1.0,50.0,0.0,0.0,27
Ben Jones,4,4,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jason Medina,21,15,1,175.26,81.65,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Nandor Guelmino,11,5,1,190.5,104.33,190.5,Orthodox,3.62,56.0,3.16,33.0,0.0,0.0,42.0,0.0,38
Nick Gibbons,2,1,0,177.8,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Andy Ogle,9,6,0,172.72,65.77,175.26,Orthodox,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0,36
Askar Askar,11,1,0,170.18,65.77,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Paul Redmond,12,7,0,177.8,65.77,177.8,Orthodox,0.72,34.0,2.99,41.0,0.0,0.0,50.0,0.0,38
Alex Torres,5,4,0,177.8,65.77,177.8,Orthodox,2.47,37.0,2.73,69.0,2.0,22.0,50.0,0.0,36
Ednaldo Oliveira,17,3,1,195.58,92.99,195.58,Orthodox,1.03,22.0,1.8,52.0,0.0,0.0,42.0,0.0,41
Rudyard Moncayo,0,3,0,177.8,88.45,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Desmond Torres,7,2,0,167.64,61.23,175.26,Orthodox,4.8,64.0,11.78,48.0,0.0,0.0,100.0,0.0,28
Gerry Harris,1,4,0,203.2,122.47,203.2,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ronal Siahaan,7,1,0,170.18,56.7,180.34,Southpaw,0.63,66.0,6.17,25.0,0.0,0.0,25.0,0.0,28
Masanori Tonooka,1,2,0,172.72,83.91,172.72,Orthodox,0.16,5.0,1.09,36.0,0.0,0.0,0.0,0.0,38
Hidehiko Hasegawa,19,20,6,175.26,77.11,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Lodune Sincaid,15,9,0,175.26,83.91,175.26,Orthodox,2.72,42.0,6.17,57.0,0.0,0.0,75.0,0.0,51
Sarah Kaufman,18,4,0,165.1,61.23,167.64,Orthodox,6.65,46.0,4.0,62.0,0.38,57.0,81.0,0.0,39
Gideon Ray,17,15,1,177.8,83.91,177.8,Southpaw,2.08,40.0,2.58,53.0,1.49,100.0,0.0,0.0,51
Gary Padilla,12,6,0,180.34,92.99,180.34,Orthodox,2.2,27.0,2.0,76.0,0.0,0.0,50.0,0.0,38
Kwan Ho Kwak,9,2,0,165.1,61.23,165.1,Switch,3.29,41.0,3.45,47.0,0.78,100.0,26.0,0.0,35
Mark Robinson,1,0,0,182.88,120.2,182.88,Orthodox,0.0,0.0,5.8,13.0,0.0,0.0,0.0,0.0,38
David Blanco,2,0,0,170.18,65.77,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Alessio Sakara,19,11,0,182.88,83.91,182.88,Orthodox,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,43
Jesse Finney,5,1,0,182.88,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Joe Vedepo,18,9,0,182.88,83.91,182.88,Orthodox,1.43,42.0,5.71,38.0,1.07,20.0,0.0,0.0,38
John Phillips,22,11,0,180.34,83.91,190.5,Southpaw,1.72,34.0,4.03,49.0,0.0,0.0,7.0,0.0,39
Neal Ewing,6,0,0,178.23432467873064,83.91,180.70495018353435,Orthodox,2.27,60.0,1.93,48.0,5.0,62.0,0.0,0.0,38
Remco Pardoel,9,6,1,190.5,117.93,190.5,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Alexandre Ferreira,18,6,0,170.18,92.99,170.18,Orthodox,2.57,60.0,8.14,42.0,0.0,0.0,0.0,0.0,45
Vernon Ramos Ho,3,1,0,167.64,77.11,167.64,Orthodox,4.0,25.0,8.0,55.0,0.0,0.0,0.0,0.0,32
Angelo Trevino,7,3,0,180.34,77.11,180.34,Switch,5.19,54.0,3.9,47.0,0.0,0.0,100.0,0.0,31
Ross Ebanez,20,10,0,175.26,69.85,175.26,Southpaw,0.74,50.0,0.74,62.0,3.7,100.0,0.0,0.0,49
Stanislav Nedkov,12,2,0,180.34,92.99,180.34,Orthodox,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0,43
Mike Breeden,11,6,0,177.8,70.31,177.8,Orthodox,5.75,45.0,7.28,42.0,0.98,30.0,67.0,0.0,35
Melsik Baghdasaryan,8,2,0,175.26,65.77,177.8,Southpaw,5.28,61.0,3.06,58.0,0.0,0.0,72.0,0.0,33
Gabriel Miglioli,9,9,0,172.72,77.11,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Wendell Oliveira Marques,29,10,0,177.8,77.11,177.8,Orthodox,3.77,47.0,4.4,47.0,0.0,0.0,100.0,0.0,41
Artem Lobov,13,15,1,175.26,65.77,165.1,Southpaw,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,38
Sai Wang,20,6,1,182.88,77.11,182.88,Southpaw,3.17,46.0,2.27,53.0,0.0,0.0,77.0,0.0,39
Alen Amedovski,8,4,0,177.8,83.91,187.96,Orthodox,0.99,30.0,3.85,46.0,0.0,0.0,0.0,0.0,36
Koji Kitao,1,2,0,200.66,158.76,200.66,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
Dalcha Lungiambula,11,6,0,172.72,83.91,193.04,Orthodox,3.07,45.0,3.93,52.0,2.14,45.0,77.0,0.0,37
Irwin Rivera,10,6,0,167.64,61.23,170.18,Southpaw,3.36,44.0,5.07,57.0,1.0,16.0,70.0,0.0,36
Adam Lynn,17,10,0,177.8,70.31,177.8,Orthodox,1.47,63.0,6.95,10.0,0.0,0.0,50.0,0.0,38
Chad Vance,7,5,0,182.88,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Igor Zinoviev,4,1,2,185.42,90.26,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Sam Hughes,8,5,0,165.1,52.16,162.56,Orthodox,3.79,46.0,4.23,54.0,1.12,41.0,57.0,0.0,32
Pawel Pawlak,12,3,0,182.88,77.11,185.42,Orthodox,1.67,33.0,2.22,53.0,1.0,37.0,70.0,0.0,36
Ricky Johnson,10,6,0,172.72,65.77,172.72,Orthodox,1.83,25.0,6.3,36.0,0.0,0.0,0.0,0.0,38
Oumar Sy,6,0,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jong Wang Kim,13,23,0,185.42,108.86,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Dan Charles,10,6,1,187.96,103.42,187.96,Orthodox,2.82,45.0,3.51,44.0,0.0,0.0,31.0,0.0,38
Mike Aina,14,6,1,175.26,70.31,175.26,Orthodox,2.87,33.0,6.33,59.0,0.0,0.0,71.0,0.0,38
Jeremiah Labiano,11,5,0,177.8,61.23,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Cyrillo Padilha,3,3,0,180.34,70.31,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Artur Oumakhanov,9,6,0,170.18,69.85,170.18,Orthodox,1.2,33.0,1.67,82.0,3.0,75.0,33.0,0.0,46
Darrel Gholar,5,6,0,172.72,88.0,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Dennis Reed,45,62,1,178.23432467873064,92.99,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Logan Nail,1,1,0,178.23432467873064,83.91,180.70495018353435,Orthodox,1.93,51.0,2.27,39.0,0.0,0.0,37.0,0.0,38
Armando Villarreal,5,2,0,170.18,61.23,167.64,Southpaw,3.23,55.0,4.3,52.0,3.23,25.0,0.0,0.0,35
Joaquin Buckley,17,6,0,177.8,77.11,193.04,Southpaw,3.87,33.0,3.31,57.0,1.51,36.0,65.0,0.0,30
Robert Bryczek,17,5,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Derek Anderson,14,3,0,182.88,70.31,182.88,Orthodox,3.97,37.0,3.08,61.0,0.34,14.0,60.0,0.0,38
Bethe Correia,11,6,1,165.1,61.23,162.56,Orthodox,4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,41
Shannon Ross,13,8,0,167.64,56.7,167.64,Switch,6.58,38.0,8.93,52.0,0.0,0.0,100.0,0.0,35
Orlando Wiet,1,5,0,177.8,77.11,177.8,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Adrian Yanez,16,5,0,170.18,61.23,177.8,Orthodox,6.15,39.0,5.73,57.0,0.0,0.0,100.0,0.0,31
Brandon Cash,10,4,0,195.58,115.67,195.58,Orthodox,5.42,72.0,0.68,33.0,10.17,66.0,0.0,0.0,38
Jamie Yager,8,4,0,185.42,83.91,185.42,Orthodox,3.08,39.0,2.55,63.0,0.0,0.0,66.0,0.0,41
Ben Alloway,18,8,0,180.34,77.11,193.04,Orthodox,1.28,49.0,1.9,59.0,0.62,50.0,26.0,0.0,44
Kurt Osiander,4,1,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Trevor Peek,9,1,0,175.26,70.31,177.8,Switch,5.09,56.0,4.37,44.0,1.76,50.0,51.0,0.0,30
AJ Siscoe,1,2,0,170.18,61.23,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Chris Drumm,0,1,0,172.72,65.77,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Federico Lopez,10,6,0,162.56,63.05,162.56,Orthodox,1.78,23.0,5.35,30.0,0.0,0.0,0.0,0.0,38
John Dowdy,0,1,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jared Hamman,14,6,0,190.5,83.91,190.5,Orthodox,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0,43
Henry Martinez,9,4,0,170.18,70.31,175.26,Southpaw,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,41
Jim Mullen,0,2,0,185.42,97.52,185.42,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Cody Pfister,13,6,1,177.8,70.31,185.42,Orthodox,1.41,25.0,2.8,51.0,2.82,30.0,0.0,0.0,34
Cale Yarbrough,8,3,0,185.42,83.91,185.42,Orthodox,3.16,27.0,10.0,72.0,0.0,0.0,0.0,0.0,38
Jeremy Umphries,5,2,0,178.23432467873064,72.57,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Alex Hunter,2,0,0,175.26,102.51,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Bryan Travers,15,4,0,178.23432467873064,70.31,180.70495018353435,Orthodox,2.33,48.0,3.93,55.0,2.0,28.0,63.0,0.0,38
Todd Medina,11,9,0,177.8,87.54,177.8,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jeremy Malaterre,4,2,0,180.34,70.31,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Yan Pellerin,11,13,0,180.34,92.99,180.34,Orthodox,0.59,25.0,0.89,66.0,4.43,100.0,0.0,0.0,38
Danny Martinez,21,8,0,167.64,56.7,170.18,Orthodox,2.73,28.0,3.77,63.0,3.0,45.0,36.0,0.0,39
Jorge Patino,38,19,2,172.72,77.11,172.72,Orthodox,1.33,30.0,3.14,53.0,0.54,25.0,50.0,0.0,51
Paul Herrera,1,1,0,177.8,83.91,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Hector Aldana,4,3,0,180.34,77.11,182.88,Orthodox,3.59,38.0,5.08,59.0,0.93,100.0,0.0,0.0,36
Keith Berry,15,14,1,185.42,83.91,185.42,Orthodox,0.27,12.0,6.27,28.0,0.0,0.0,0.0,0.0,38
Ryan Diaz,13,14,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Chad Robichaux,13,2,0,162.56,61.23,162.56,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Shana Olsen,5,2,0,170.18,65.77,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Caolan Loughran,8,1,0,167.64,61.23,172.72,Orthodox,3.2,36.0,5.6,48.0,2.0,18.0,0.0,0.0,28
Harold Howard,1,3,0,187.96,108.86,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Giacomo Lemos,6,0,0,190.5,112.04,190.5,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
Eduardo Dantas,20,4,0,177.8,61.23,177.8,Orthodox,3.33,60.0,3.0,60.0,4.0,23.0,100.0,0.0,38
Marcin Prachnio,16,7,0,190.5,92.99,187.96,Orthodox,5.39,55.0,3.25,53.0,0.0,0.0,54.0,0.0,36
Dino Pezao,1,3,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.66,30.0,3.28,31.0,0.0,0.0,0.0,0.0,38
Mairbek Taisumov,27,6,0,175.26,70.31,185.42,Orthodox,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0,36
Brandon Lowe,2,1,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Qiu Lun,16,9,0,172.72,56.7,167.64,Southpaw,3.51,46.0,1.78,67.0,0.67,18.0,68.0,0.0,27
Mike Richman,18,7,0,172.72,61.23,172.72,Orthodox,4.06,44.0,3.49,43.0,0.0,0.0,76.0,0.0,38
Chris Daukaus,12,7,0,190.5,92.99,193.04,Orthodox,6.05,50.0,4.64,55.0,0.0,0.0,100.0,0.0,35
Kris McCray,8,5,0,182.88,77.11,193.04,Orthodox,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,43
Brandon Michaels,4,14,0,175.26,83.91,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Bruno Lopes,11,1,0,187.96,92.99,190.5,Orthodox,5.29,35.0,8.46,53.0,0.0,0.0,0.0,0.0,31
Stoney Hale,5,3,0,182.88,77.39582504970178,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Yoel Romero,13,5,0,182.88,83.91,185.42,Southpaw,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,47
Jesse Butler,12,5,0,177.8,65.77,185.42,Orthodox,2.61,14.0,7.83,40.0,0.0,0.0,0.0,0.0,32
Louis Jauregui,4,2,0,170.18,77.11,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jerrel Venetiaan,4,3,0,185.42,88.45,185.42,Orthodox,0.81,33.0,1.51,67.0,0.0,0.0,60.0,0.0,54
Lv Zhenhong,16,6,0,172.72,65.77,170.18,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
Armen Petrosyan,9,2,0,190.5,83.91,180.34,Orthodox,5.97,52.0,3.03,56.0,0.23,33.0,36.0,0.0,34
Vinicius Magalhaes,2,1,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Shang Zhifa,32,8,0,170.18,56.7,160.02,Orthodox,1.27,32.0,1.27,60.0,2.0,100.0,0.0,0.0,39
James Reese,11,10,0,175.26,70.31,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
David Abbott,10,15,0,182.88,120.2,182.88,Switch,1.35,30.0,3.55,38.0,1.07,33.0,66.0,0.0,38
Steven Ciaccio,4,4,0,182.88,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Charlie Campbell,8,2,0,182.88,70.31,182.88,Orthodox,11.03,54.0,5.42,60.0,0.0,0.0,100.0,0.0,29
Nazareno Malegarie,28,4,0,172.72,70.31,172.72,Orthodox,3.87,34.0,3.27,69.0,1.0,33.0,0.0,0.0,38
Christian Colombo,8,3,1,195.58,120.2,195.58,Orthodox,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,44
Mike Glenn,5,6,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Craig Zellner,4,3,0,187.96,92.99,187.96,Orthodox,0.61,9.0,4.65,61.0,0.0,0.0,0.0,0.0,48
Sergio Gomez,10,3,0,167.64,70.31,167.64,Orthodox,1.5,42.0,1.16,56.0,2.57,66.0,31.0,0.0,42
Roshaun Jones,2,6,0,172.72,61.23,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Joey Gomez,7,1,0,177.8,70.31,180.34,Orthodox,3.73,49.0,3.33,50.0,2.0,28.0,0.0,0.0,35
Brad Kohler,12,15,0,175.26,99.79,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
Rashad Coulter,9,4,0,180.34,92.99,193.04,Orthodox,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,43
Antonio Carvalho,15,6,0,175.26,65.77,177.8,Orthodox,3.03,29.0,3.62,64.0,0.0,0.0,100.0,0.0,45
Zubaira Tukhugov,20,6,1,172.72,70.31,172.72,Orthodox,3.17,39.0,3.07,63.0,2.13,39.0,100.0,0.0,34
Manuel Torres,14,2,0,177.8,70.31,185.42,Switch,9.66,58.0,3.76,56.0,0.0,0.0,100.0,0.0,30
Raphael Pessoa,10,2,0,190.5,118.84,198.12,Orthodox,2.16,26.0,3.43,42.0,0.0,0.0,100.0,0.0,36
Jason Novelli,11,3,1,182.88,70.31,182.88,Orthodox,1.73,24.0,3.55,66.0,0.7,33.0,100.0,0.0,45
Magomed Gadzhiyasulov,8,0,0,187.96,92.99,190.5,Orthodox,4.87,46.0,1.6,73.0,6.0,85.0,100.0,0.0,31
Lance Gibson,4,5,0,175.26,83.91,175.26,Orthodox,1.21,75.0,6.44,20.0,0.0,0.0,0.0,0.0,54
TJ Cook,13,5,0,178.23432467873064,92.99,180.70495018353435,Orthodox,2.3,47.0,3.18,54.0,1.01,50.0,0.0,0.0,38
Chris Cope,8,4,0,182.88,77.11,182.88,Orthodox,3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0,42
Martin Svensson,15,6,0,185.42,70.31,185.42,Orthodox,2.02,38.0,5.91,38.0,0.0,0.0,0.0,0.0,38
Matt Helm,1,1,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Hilarie Rose,4,2,0,160.02,52.16,160.02,Orthodox,2.33,33.0,6.13,44.0,0.0,0.0,100.0,0.0,32
Viacheslav Borshchev,7,3,1,180.34,70.31,175.26,Orthodox,5.82,58.0,4.07,56.0,0.0,0.0,36.0,0.0,33
Tyra Parker,4,5,0,165.1,52.16,165.1,Orthodox,1.5,22.0,9.0,14.0,0.0,0.0,0.0,0.0,38
Humberto DeLeon,7,7,0,178.23432467873064,61.23,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Katsuya Inoue,19,9,4,175.26,76.2,175.26,Southpaw,3.41,24.0,12.89,51.0,0.0,0.0,66.0,0.0,45
Robert Breslin,3,9,0,180.34,70.31,180.34,Orthodox,2.21,46.0,3.5,66.0,1.38,100.0,50.0,0.0,38
Takashi Sato,16,7,0,177.8,77.11,185.42,Southpaw,2.21,41.0,3.73,44.0,0.76,37.0,60.0,0.0,34
Jason Blackford,3,3,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Roshan Mainam,6,3,0,178.23432467873064,61.23,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Daichi Abe,6,2,0,180.34,77.11,180.34,Orthodox,3.8,33.0,4.49,56.0,0.33,50.0,0.0,0.0,33
Aaron Jeffery,10,3,0,187.96,83.91,185.42,Orthodox,3.1,45.0,4.46,34.0,0.0,0.0,50.0,0.0,32
YeDam Seo,6,3,0,157.48,52.16,160.02,Orthodox,0.33,15.0,2.27,55.0,0.0,0.0,0.0,0.0,33
Charlie Ontiveros,11,9,0,187.96,70.31,187.96,Switch,1.89,41.0,5.86,31.0,0.0,0.0,30.0,0.0,33
Rob Yundt,9,5,0,185.42,83.91,185.42,Orthodox,1.37,41.0,2.55,31.0,2.94,100.0,0.0,0.0,44
Salvador Becerra,5,2,0,175.26,70.31,175.26,Orthodox,4.57,31.0,3.83,58.0,0.0,0.0,66.0,0.0,38
Lee Higgins,2,1,0,178.23432467873064,70.31,180.70495018353435,Orthodox,1.02,26.0,3.68,40.0,0.0,0.0,0.0,0.0,38
Andre Gusmao,6,3,0,182.88,92.99,182.88,Orthodox,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0,47
Kazuhiro Hamanaka,5,7,1,182.88,83.91,182.88,Southpaw,1.7,37.0,0.91,60.0,0.0,0.0,50.0,0.0,46
Joshua Van,9,1,0,165.1,56.7,165.1,Orthodox,9.2,51.0,5.93,63.0,1.0,33.0,87.0,0.0,23
Edgar Cardenas,4,1,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Soa Palelei,22,5,0,193.04,120.2,205.74,Orthodox,2.47,57.0,2.68,48.0,2.2,47.0,66.0,0.0,47
Krishaun Gilmore,0,1,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
John Lober,5,9,4,180.34,90.26,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
Kyosuke Sasaki,3,7,4,170.18,83.01,170.18,Southpaw,0.33,45.0,0.93,46.0,0.0,0.0,0.0,0.0,38
Li Jingliang,19,8,0,182.88,77.11,180.34,Orthodox,4.46,42.0,3.84,57.0,1.25,41.0,60.0,0.0,37
Alptekin Ozkilic,9,5,0,165.1,56.7,165.1,Orthodox,3.81,32.0,5.72,59.0,4.21,58.0,75.0,0.0,39
Jacqueline Cavalcanti,6,1,0,172.72,61.23,177.8,Orthodox,8.4,57.0,2.6,84.0,0.0,0.0,100.0,0.0,27
Victor Rodriguez,7,4,0,165.1,56.7,170.18,Switch,1.59,37.0,6.11,50.0,0.0,0.0,0.0,0.0,32
Brett Tillis,0,0,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Orion Cosce,8,2,0,180.34,77.11,180.34,Switch,2.77,53.0,4.02,44.0,1.92,40.0,61.0,0.0,30
Josh Copeland,12,4,0,185.42,120.2,185.42,Orthodox,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,42
Shannon Ritch,56,83,0,175.26,86.18,175.26,Orthodox,1.0,100.0,6.0,50.0,0.0,0.0,0.0,0.0,54
Katsuhiko Nagata,6,7,3,170.18,69.85,170.18,Southpaw,1.05,19.0,1.5,63.0,0.98,28.0,28.0,0.0,51
Saparbeg Safarov,9,3,0,185.42,83.91,198.12,Orthodox,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,38
CJ Marsh,5,7,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Eli Tamez,10,0,0,170.18,61.23,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
George Allen,13,19,2,187.96,92.99,187.96,Open Stance,0.8,38.0,3.1,43.0,0.0,0.0,50.0,0.0,58
Gabriel Checco,10,2,0,185.42,83.91,185.42,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Wesley Little,4,8,0,193.04,92.99,193.04,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Chad Leonhardt,9,4,0,182.88,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Derek Campos,19,6,0,175.26,70.31,175.26,Orthodox,2.41,23.0,10.34,44.0,0.0,0.0,0.0,0.0,38
Jorge Oliveira,5,3,1,185.42,92.99,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
